taxon_id,geography,date
MBS341tAs97,MbuyiMayi,1997
MBS342tDs97,MbuyiMayi,1997
MBS35tDs97,MbuyiMayi,1997
MBS37tCs97,MbuyiMayi,1997
MBS4tAs97,MbuyiMayi,1997
MBS41tJs97,MbuyiMayi,1997
MBS55tDs97,MbuyiMayi,1997
MBS56tDs97,MbuyiMayi,1997
MBS63tAs97,MbuyiMayi,1997
MBS7tAs97,MbuyiMayi,1997
MBS80tCs97,MbuyiMayi,1997
MBS9tAs97,MbuyiMayi,1997
MBTB10tCs97,MbuyiMayi,1997
MBTB11tCs97,MbuyiMayi,1997
MBTB13tCs97,MbuyiMayi,1997
MBTB29tAs97,MbuyiMayi,1997
MBTB3tCs97,MbuyiMayi,1997
MBTB4tJs97,MbuyiMayi,1997
MBTB54tAs97,MbuyiMayi,1997
MBTB58tCs97,MbuyiMayi,1997
MBTB7tGs97,MbuyiMayi,1997
